ID,User Story,Output
10,"As a user, I want to be able to preview the GIF or Lottie File converted MP4 on the Edit screen so that I can preview what the animation like before I Edit or upload a new version","Gherkin:

Feature: Preview Animation on Edit Screen

Scenario: User previews converted MP4 animation

Given the user is on the Edit/New Version screen
And a GIF or Lottie File is available for conversion
When the file is converted to MP4
And the MP4 is displayed on the screen
Then the MP4 should autoplay
And the controls should be hidden

Python:

from behave import given, when, then

@given('the user is on the Edit/New Version screen')
def step_given_user_on_edit_screen(context):
    pass

@given('a GIF or Lottie File is available for conversion')
def step_given_file_available_for_conversion(context):
    pass

@when('the file is converted to MP4')
def step_when_file_converted_to_mp4(context):
    pass

@when('the MP4 is displayed on the screen')
def step_when_mp4_displayed(context):
    pass

@then('the MP4 should autoplay')
def step_then_mp4_autoplay(context):
    pass

@then('the controls should be hidden')
def step_then_controls_hidden(context):
    pass"
195,"PB - As an Internal User, I want to have MCP(development use only) settings to enable/disable features per Epic for Drag & Drop Page MVP ","Gherkin:

Feature: Manage MCP Settings for Smart Page Features

Scenario: Enable and verify MCP settings for Smart Page features

Given the MCP settings page is accessed by an internal user
And the user sees the ""Development Use only"" section
When the user enables the ""Smart Page: Widgets combining Block"" setting
And the user enables the ""Smart Page: Image Resizing"" setting
And the user enables the ""Smart Pages - Page Templates (development use only)"" setting
And the user enables the ""Smart Page: Page Grouping"" setting
Then the settings should be saved successfully

Python:

from behave import given, when, then

@given('the MCP settings page is accessed by an internal user')
def step_impl(context):
    pass

@given('the user sees the ""Development Use only"" section')
def step_impl(context):
    pass

@when('the user enables the ""Smart Page: Widgets combining Block"" setting')
def step_impl(context):
    pass

@when('the user enables the ""Smart Page: Image Resizing"" setting')
def step_impl(context):
    pass

@when('the user enables the ""Smart Pages - Page Templates (development use only)"" setting')
def step_impl(context):
    pass

@when('the user enables the ""Smart Page: Page Grouping"" setting')
def step_impl(context):
    pass

@then('the settings should be saved successfully')
def step_impl(context):
    pass"
407,Record File Grouped Requests added to Group tab,"Gherkin:

Feature: Display Grouped Tab for Grouped Record File Requests

Scenario: Display Grouped Tab when a user makes their first Grouped Record File request

Given a user who has never seen the Grouped Tab
And the user is on the V3 Approval List page
When the user makes their first Grouped Record File request
Then the Grouped Tab is displayed to the user

Python:

from behave import given, when, then

@given('a user who has never seen the Grouped Tab')
def step_given_user_never_seen_grouped_tab(context):
    context.user_has_seen_grouped_tab = False

@given('the user is on the V3 Approval List page')
def step_given_user_on_approval_list_page(context):
    context.on_approval_list_page = True

@when('the user makes their first Grouped Record File request')
def step_when_user_makes_first_grouped_request(context):
    context.made_grouped_request = True

@then('the Grouped Tab is displayed to the user')
def step_then_grouped_tab_displayed(context):
    assert context.made_grouped_request and not context.user_has_seen_grouped_tab
    context.user_has_seen_grouped_tab = True"
85,"As a User, I want Close or cancel handling","Feature: Close or Cancel Handling on Edit Template Page

Scenario: User selects close or cancel on Edit Template page

Given the user is on the Edit Template page
And the user navigated from the Dashboard
When the user selects close or cancel
Then the user is returned to the Dashboard

Python:

from behave import given, when, then

@given('the user is on the Edit Template page')
def step_given_user_on_edit_template_page(context):
    context.page = 'Edit Template'

@given('the user navigated from the Dashboard')
def step_given_user_navigated_from_dashboard(context):
    context.previous_page = 'Dashboard'

@when('the user selects close or cancel')
def step_when_user_selects_close_or_cancel(context):
    context.action = 'close or cancel'

@then('the user is returned to the Dashboard')
def step_then_user_is_returned_to_dashboard(context):
    assert context.previous_page == 'Dashboard'"
372,"PB - As a User, I want to re-order pages within the same parent/root via Nav - FE integration","Gherkin:

Feature: Re-order Pages in Navigation Panel

Scenario: Re-order a page with sub-pages via drag-and-drop

Given the user is editing a document with a navigation panel
And the navigation panel contains a page with sub-pages
When the user drags and drops the page to a new position
Then the page is moved to the new position
And the sub-pages are moved with the page
And the sub-pages are collapsed under the page in the navigation panel

Python:

from behave import given, when, then

@given('the user is editing a document with a navigation panel')
def step_impl(context):
    pass

@given('the navigation panel contains a page with sub-pages')
def step_impl(context):
    pass

@when('the user drags and drops the page to a new position')
def step_impl(context):
    pass

@then('the page is moved to the new position')
def step_impl(context):
    pass

@then('the sub-pages are moved with the page')
def step_impl(context):
    pass

@then('the sub-pages are collapsed under the page in the navigation panel')
def step_impl(context):
    pass"
389,"PB - As an internal User, I want to set Page limits via MCP settings","Feature: Manage Page Limits in MCP

Scenario: Set Page Limits for a Client Site

Given I am logged into the MCP control panel
And I have access to the client site settings
When I navigate to the Page Limits section
And I set the page limit to ""100""
Then the page limit should be updated successfully

Python:

from behave import given, when, then

@given('I am logged into the MCP control panel')
def step_impl(context):
    pass

@given('I have access to the client site settings')
def step_impl(context):
    pass

@when('I navigate to the Page Limits section')
def step_impl(context):
    pass

@when('I set the page limit to ""{limit}""')
def step_impl(context, limit):
    pass

@then('the page limit should be updated successfully')
def step_impl(context):
    pass"
496,"CT - As a User, on Add Revision page I should be able to see my Threads and switch between them but not Manage them.","Gherkin:

Feature: View and Switch Threads on Add Revision Page

Scenario: User switches between Threads and views comments

Given the user is on the Add Revision page
And the user can see a list of Threads
When the user selects a Thread
Then the user should see all comments of the selected Thread
And the user should not see options to manage or create Threads

Python:

from behave import given, when, then

@given('the user is on the Add Revision page')
def step_given_user_on_add_revision_page(context):
    pass

@given('the user can see a list of Threads')
def step_given_user_can_see_list_of_threads(context):
    pass

@when('the user selects a Thread')
def step_when_user_selects_a_thread(context):
    pass

@then('the user should see all comments of the selected Thread')
def step_then_user_sees_comments_of_selected_thread(context):
    pass

@then('the user should not see options to manage or create Threads')
def step_then_user_does_not_see_manage_options(context):
    pass"
31,"As a user, I want on close of Single view redirect to Grouped Approval Review page (don't clear out single page response values)","Gherkin:

Feature: Retain Single View Response on Grouped Approval Review

Scenario: Retain response details when returning to Grouped Approval Review

Given the user is on the Single Response Page
And the user has entered response details
When the user navigates back to the Grouped Approval Review page
Then the response details are retained
And the user re-opens the Single Response Page
Then the response details are still present

Python:

from behave import given, when, then

@given('the user is on the Single Response Page')
def step_given_user_on_single_response_page(context):
    pass

@given('the user has entered response details')
def step_given_user_entered_response_details(context):
    pass

@when('the user navigates back to the Grouped Approval Review page')
def step_when_user_navigates_back(context):
    pass

@then('the response details are retained')
def step_then_response_details_retained(context):
    pass

@when('the user re-opens the Single Response Page')
def step_when_user_reopens_single_response_page(context):
    pass

@then('the response details are still present')
def step_then_response_details_still_present(context):
    pass"
317,"PB - (Misc) As a User, I want to set auto-play as default or not for Video Widgets when viewing a Smart Page","Feature: Manage Video Widget Auto-Play Setting

Scenario: Set auto-play as default for Video Widgets

Given a Smart Page with a Video Widget
And the auto-play button is unchecked by default
When the user checks the auto-play button
Then the Video Widget should be set to auto-play on viewing

Python:

from behave import given, when, then

@given('a Smart Page with a Video Widget')
def step_given_smart_page_with_video_widget(context):
    pass

@given('the auto-play button is unchecked by default')
def step_given_auto_play_button_unchecked(context):
    pass

@when('the user checks the auto-play button')
def step_when_user_checks_auto_play_button(context):
    pass

@then('the Video Widget should be set to auto-play on viewing')
def step_then_video_widget_auto_plays(context):
    pass"
409,Publish Resource Grouped Requests added to Group tab,"Gherkin:

Feature: Display Grouped Tab for Grouped Resource Publish Requests

Scenario: Requester sees Grouped Tab after submitting a Grouped Resource Publish request

Given a Requester has never seen the Grouped Tab in the V3 Approvals List
And the Requester submits a Grouped Resource Publish request
When the request is processed
Then the Grouped Tab is displayed in the V3 Approvals List for the Requester

Python:

from behave import given, when, then

@given('a Requester has never seen the Grouped Tab in the V3 Approvals List')
def step_impl(context):
    context.requester_has_seen_grouped_tab = False

@given('the Requester submits a Grouped Resource Publish request')
def step_impl(context):
    context.submitted_grouped_request = True

@when('the request is processed')
def step_impl(context):
    context.request_processed = True

@then('the Grouped Tab is displayed in the V3 Approvals List for the Requester')
def step_impl(context):
    assert context.requester_has_seen_grouped_tab == False
    assert context.submitted_grouped_request == True
    assert context.request_processed == True
    context.requester_has_seen_grouped_tab = True
    assert context.requester_has_seen_grouped_tab == True"
