ID,User Story,Output
407,Record File Grouped Requests added to Group tab,"Gherkin:
Feature: Grouped Requests Display

Scenario: Display Grouped Tab for new Grouped Record File request
Given the user is on the V3 Approval List
And the user has never seen the Grouped Tab
When the user requests their first Grouped Record File
Then the Grouped Tab should be displayed in the V3 Approval List

Python:
from behave import given, when, then

@given('the user is on the V3 Approval List')
def step_impl(context):
    pass

@given('the user has never seen the Grouped Tab')
def step_impl(context):
    pass

@when('the user requests their first Grouped Record File')
def step_impl(context):
    pass

@then('the Grouped Tab should be displayed in the V3 Approval List')
def step_impl(context):
    pass"
85,"As a User, I want Close or cancel handling","Gherkin:
Feature: Edit Template Navigation

Scenario: Return to previous location on cancel or close
Given the user is on the Edit Template page
When the user selects ""Close"" or ""Cancel""
Then they should be returned to the location they selected the Edit action from

Python:
from behave import given, when, then

@given('the user is on the Edit Template page')
def step_impl(context):
    pass

@when('the user selects ""Close"" or ""Cancel""')
def step_impl(context):
    pass

@then('they should be returned to the location they selected the Edit action from')
def step_impl(context):
    pass"
372,"PB - As a User, I want to re-order pages within the same parent/root via Nav - FE integration","Gherkin:
Feature: Re-order Pages

Scenario: Re-order pages via drag-and-drop
Given the user is editing the navigation panel
When the user drags and drops a page to a new position
Then the page should be moved to the new position
And any sub-pages should move with the page
And sub-pages should be collapsed under the page in the navigation panel

Python:
from behave import given, when, then

@given('the user is editing the navigation panel')
def step_impl(context):
    pass

@when('the user drags and drops a page to a new position')
def step_impl(context):
    pass

@then('the page should be moved to the new position')
def step_impl(context):
    pass

@then('any sub-pages should move with the page')
def step_impl(context):
    pass

@then('sub-pages should be collapsed under the page in the navigation panel')
def step_impl(context):
    pass"
389,"PB - As an internal User, I want to set Page limits via MCP settings","Gherkin:
Feature: MCP Page Limits

Scenario: Set page limits for client sites
Given the user is on the MCP control panel
When the user navigates to the settings for client sites
And sets the page limit to ""50""
Then the page limit should be updated to ""50"" for client sites

Python:
from behave import given, when, then

@given('the user is on the MCP control panel')
def step_impl(context):
    pass

@when('the user navigates to the settings for client sites')
def step_impl(context):
    pass

@when('sets the page limit to ""{limit}""')
def step_impl(context, limit):
    pass

@then('the page limit should be updated to ""{limit}"" for client sites')
def step_impl(context, limit):
    pass"
496,"CT - As a User, on Add Revision page I should be able to see my Threads and switch between them but not Manage them.","Gherkin:
Feature: Add Revision Page Threads

Scenario: View and switch between Threads
Given the user is on the Add Revision page
When the user views their Threads
Then they should be able to switch between Threads
And they should see all comments of the selected Thread
And they should not be able to manage or create new Threads

Python:
from behave import given, when, then

@given('the user is on the Add Revision page')
def step_impl(context):
    pass

@when('the user views their Threads')
def step_impl(context):
    pass

@then('they should be able to switch between Threads')
def step_impl(context):
    pass

@then('they should see all comments of the selected Thread')
def step_impl(context):
    pass

@then('they should not be able to manage or create new Threads')
def step_impl(context):
    pass"
31,"As a user, I want on close of Single view redirect to Grouped Approval Review page (don't clear out single page response values)","Gherkin:
Feature: Single View to Grouped Approval Review

Scenario: Retain response info when redirecting to Grouped Approval Review
Given the user is on the single response page with entered response info
When the user navigates back to the Grouped Approval Review page
Then the response info should be retained

Scenario: Re-open single view retains response details
Given the user is on the Grouped Approval Review page
When the user re-opens the single response view
Then the previously entered response details should be displayed

Python:
from behave import given, when, then

@given('the user is on the single response page with entered response info')
def step_impl(context):
    pass

@when('the user navigates back to the Grouped Approval Review page')
def step_impl(context):
    pass

@then('the response info should be retained')
def step_impl(context):
    pass

@given('the user is on the Grouped Approval Review page')
def step_impl(context):
    pass

@when('the user re-opens the single response view')
def step_impl(context):
    pass

@then('the previously entered response details should be displayed')
def step_impl(context):
    pass"
317,"PB - (Misc) As a User, I want to set auto-play as default or not for Video Widgets when viewing a Smart Page","Gherkin:
Feature: Video Widget Auto-Play Setting

Scenario: Set auto-play for Video Widgets
Given the user is viewing a Smart Page
And a Video Widget is present
When the user clicks the auto-play button
Then the Video Widget should be set to auto-play

Scenario: Default auto-play setting for Video Widgets
Given the user is viewing a Smart Page
And a Video Widget is present
Then the auto-play button should be unchecked by default

Python:
from behave import given, when, then

@given('the user is viewing a Smart Page')
def step_impl(context):
    pass

@given('a Video Widget is present')
def step_impl(context):
    pass

@when('the user clicks the auto-play button')
def step_impl(context):
    pass

@then('the Video Widget should be set to auto-play')
def step_impl(context):
    pass

@then('the auto-play button should be unchecked by default')
def step_impl(context):
    pass"
409,Publish Resource Grouped Requests added to Group tab,"Gherkin:
Feature: Grouped Resource Publish Requests

Scenario: Display Grouped Tab for first-time requester
Given the user is on the V3 Approval List
And the user has never seen the Grouped Tab
When the user submits their first Grouped Resource Publish request
Then the Grouped Tab should be displayed in the V3 Approval List

Python:
from behave import given, when, then

@given('the user is on the V3 Approval List')
def step_impl(context):
    pass

@given('the user has never seen the Grouped Tab')
def step_impl(context):
    pass

@when('the user submits their first Grouped Resource Publish request')
def step_impl(context):
    pass

@then('the Grouped Tab should be displayed in the V3 Approval List')
def step_impl(context):
    pass"
491,"[GDA] - As a user, I want to be able to Update my Response in single review page 1/2: Core handling","Gherkin:
Feature: Update Response in Single Review Page

Scenario: Update response for a pending request
Given the user is on the single review page
And the request is in Pending status
When the user clicks the ""Update Response"" button in the ""My Response"" section
Then the user should be able to update their response

Python:
from behave import given, when, then

@given('the user is on the single review page')
def step_impl(context):
    pass

@given('the request is in Pending status')
def step_impl(context):
    pass

@when('the user clicks the ""Update Response"" button in the ""My Response"" section')
def step_impl(context):
    pass

@then('the user should be able to update their response')
def step_impl(context):
    pass"
492,"[GDA] - As a user, I want to be able to click Submit & Next (single view) and have validation checks occurs","Gherkin:
Feature: Submit & Next Validation

Scenario: Validation checks on Submit & Next
Given the user is on the single request view
When the user clicks ""Submit & Next""
Then a validation check should occur for mandatory comments
And a validation check should occur for unfilled responses

Python:
from behave import given, when, then

@given('the user is on the single request view')
def step_impl(context):
    pass

@when('the user clicks ""Submit & Next""')
def step_impl(context):
    pass

@then('a validation check should occur for mandatory comments')
def step_impl(context):
    pass

@then('a validation check should occur for unfilled responses')
def step_impl(context):
    pass"
281,"PB - As a User, I want the status of background Image added via Resource Lookup to be linked with Resource module","Gherkin:
Feature: Background Image Resource Linking

Scenario: Link background image status with Resource Module
Given the user has added a background image via Resource Lookup in Page Builder
When the image is set as a ""Page"" or ""Section"" background
Then the status of the background image should be linked with the derived Image resources in the Resource Module

Python:
from behave import given, when, then

@given('the user has added a background image via Resource Lookup in Page Builder')
def step_impl(context):
    pass

@when('the image is set as a ""{background_type}"" background')
def step_impl(context, background_type):
    pass

@then('the status of the background image should be linked with the derived Image resources in the Resource Module')
def step_impl(context):
    pass"
357,"Related (V3) - Permission Handling, Updates, and other core existing logic (F.E.) - [1 of 4: Resource Permissions]","Gherkin:
Feature: Resource Permissions

Scenario: Update permission logic for V3 Related functionality
Given the user is using the V3 Related functionality
When the user accesses a resource with updated permission logic
Then the originally intended logic should be restored

Python:
from behave import given, when, then

@given('the user is using the V3 Related functionality')
def step_impl(context):
    pass

@when('the user accesses a resource with updated permission logic')
def step_impl(context):
    pass

@then('the originally intended logic should be restored')
def step_impl(context):
    pass"
77,"As a User, I want to Restricted Actions for Template Resources [Database Locations]","Gherkin:
Feature: Restricted Actions for Template Resources

Scenario: Restricted actions for created or master templates
Given a resource is a created template or a master template
When a user views the available actions
Then the actions ""Download"", ""Block from Single and Bulk Download"", ""Alias"", ""Block from Single and Bulk Create Alias"" should not be displayed

Scenario: Supported actions for A/C
Given a resource is an A/C
When a user views the available actions
Then the actions ""Edit"", ""Email Internal Share Link"", ""Move"", ""Check in / Out"", ""Usage"", ""Related"", ""Feedback"" should be displayed

Python:
from behave import given, when, then

@given('a resource is a created template or a master template')
def step_impl(context):
    pass

@when('a user views the available actions')
def step_impl(context):
    pass

@then('the actions ""{action_list}"" should not be displayed')
def step_impl(context, action_list):
    pass

@given('a resource is an A/C')
def step_impl(context):
    pass

@then('the actions ""{action_list}"" should be displayed')
def step_impl(context, action_list):
    pass"
462,"2FA: option to select between SMS, Email, or both as options to receive the code (option set at the client level, not configurable per user)","Gherkin:
Feature: Two-Factor Authentication Settings

Scenario: Admin sets 2FA type to SMS
Given the admin is on the Admin > Settings > Login and Security page
And the User Setting or Global option is enabled
When the admin sees the 2FA Type setting
And checks the SMS option
Then the 2FA Type should be set to SMS

Python:
from behave import given, when, then

@given('the admin is on the Admin > Settings > Login and Security page')
def step_impl(context):
    pass

@given('the User Setting or Global option is enabled')
def step_impl(context):
    pass

@when('the admin sees the 2FA Type setting')
def step_impl(context):
    pass

@when('checks the SMS option')
def step_impl(context):
    pass

@then('the 2FA Type should be set to SMS')
def step_impl(context):
    pass"
498,As a user I want to filter by number of revisions for Resource Publish Requests in Workflow Request Stats,"Gherkin:
Feature: Filter by number of revisions

Scenario: Display 'Markup Comments Revisions' option when 'All Workflows' is selected
Given the user is on the Workflow Request Stats page
When the user selects 'All Workflows'
Then the 'Markup Comments Revisions' option should be available for Workflow Requests

Python:
from behave import given, when, then

@given('the user is on the Workflow Request Stats page')
def step_impl(context):
    pass

@when('the user selects ""All Workflows""')
def step_impl(context):
    pass

@then('the ""Markup Comments Revisions"" option should be available for Workflow Requests')
def step_impl(context):
    pass"
212,"PB - As a User, I want to report on Resource downloaded (Preview) separately than added in Smart Page for Resource Module (Usage)","Gherkin:
Feature: Resource Usage Reporting

Scenario: Track resource download action in Smart Pages
Given the user is on the Smart Page with a previously uploaded Resource
When the user performs a Resource download action for a ""Good"" quality Resource
Then the Resource usage reporting should reflect the download action separately

Python:
from behave import given, when, then

@given('the user is on the Smart Page with a previously uploaded Resource')
def step_impl(context):
    pass

@when('the user performs a Resource download action for a ""{quality}"" quality Resource')
def step_impl(context, quality):
    pass

@then('the Resource usage reporting should reflect the download action separately')
def step_impl(context):
    pass"
102,"As a User, I want to set Primary Font Size in Admin and reflect to page title font size in Page Nav (both left & right side)","Gherkin:
Feature: Primary Font Size Setting

Scenario: Set and reflect primary font size in Page Nav
Given the user is in the Admin Template settings
When the user sets the Primary Font Size to ""14""
Then the page title font size in Page Nav should be ""14"" on both left and right sides

Python:
from behave import given, when, then

@given('the user is in the Admin Template settings')
def step_impl(context):
    pass

@when('the user sets the Primary Font Size to ""{font_size}""')
def step_impl(context, font_size):
    pass

@then('the page title font size in Page Nav should be ""{font_size}"" on both left and right sides')
def step_impl(context, font_size):
    pass"
335,"PB - As a User, I want to create a Drag & Drop Page (as a standalone Page) from Nav","Gherkin:
Feature: Create Drag & Drop Page

Scenario: Create a Drag & Drop Page from Nav
Given the user is on the Page Builder under 'All Pages'
When the user clicks the creation button at the bottom
Or clicks the action button 'Page' from the kebab icon
Then a new Drag & Drop Page should be created as a standalone page

Python:
from behave import given, when, then

@given('the user is on the Page Builder under \'All Pages\'')
def step_impl(context):
    pass

@when('the user clicks the creation button at the bottom')
def step_impl(context):
    pass

@when('clicks the action button \'Page\' from the kebab icon')
def step_impl(context):
    pass

@then('a new Drag & Drop Page should be created as a standalone page')
def step_impl(context):
    pass"
476,"As a User, I want to filter Image Resources that flagged with Unknown faces","Gherkin:
Feature: Filter Image Resources

Scenario: Filter resources with Unknown People condition
Given the user is on the resource filter panel
When the user selects the ""Unknown People"" condition
Then the resources should be filtered to show only those with Unknown faces

Scenario: Verify position of Unknown People condition
Given the user is on the resource filter panel
Then the ""Unknown People"" condition should be positioned below ""People""

Python:
from behave import given, when, then

@given('the user is on the resource filter panel')
def step_impl(context):
    pass

@when('the user selects the ""Unknown People"" condition')
def step_impl(context):
    pass

@then('the resources should be filtered to show only those with Unknown faces')
def step_impl(context):
    pass

@then('the ""Unknown People"" condition should be positioned below ""People""')
def step_impl(context):
    pass"
337,"PB - As a User, I want to create an empty  Smart Page from the template popup","Gherkin:
Feature: Create Smart Page

Scenario: Create an empty Smart Page from the template popup
Given the user is on the template popup
When the user sees the button ""Start with a blank template""
And clicks on the button ""Start with a blank template""
Then the selected effect should be visible

Python:
from behave import given, when, then

@given('the user is on the template popup')
def step_impl(context):
    pass

@when('the user sees the button ""Start with a blank template""')
def step_impl(context):
    pass

@when('clicks on the button ""Start with a blank template""')
def step_impl(context):
    pass

@then('the selected effect should be visible')
def step_impl(context):
    pass"
441,As a user I can only select a max of 300 items to Review in Bulk (FE),"Gherkin:
Feature: Bulk Review Selection

Scenario: Disable selection after reaching max items
Given the user has selected 300 items for review
When the user attempts to select another item
Then all other select icons for non-selected items should be disabled

Python:
from behave import given, when, then

@given('the user has selected 300 items for review')
def step_impl(context):
    pass

@when('the user attempts to select another item')
def step_impl(context):
    pass

@then('all other select icons for non-selected items should be disabled')
def step_impl(context):
    pass"
174,"MCP Front End - As a User, I can View details of a server","Gherkin:
Feature: View Server Details

Scenario: View server details from the Servers table
Given the user is on the Servers table page
When the user clicks the view icon for a server
Then the Servers form should open in view mode

Python:
from behave import given, when, then

@given('the user is on the Servers table page')
def step_impl(context):
    pass

@when('the user clicks the view icon for a server')
def step_impl(context):
    pass

@then('the Servers form should open in view mode')
def step_impl(context):
    pass"
3,"As an IB team member, I want to be able to enable a GIF/Lottie setting in MCP so that I can control all the settings from one place","Gherkin:
Feature: MCP GIF/Lottie Setting

Scenario: Enable GIF/Lottie Preview Support
Given the user is in the Development Use Only area of the MCP
When the user sees the setting ""Resources - GIF/Lottie Preview Support""
And the user toggles the setting to enabled
Then GIF/Lottie Preview features should be available on the platform

Scenario: Disable GIF/Lottie Preview Support
Given the user is in the Development Use Only area of the MCP
When the user sees the setting ""Resources - GIF/Lottie Preview Support""
And the user toggles the setting to disabled
Then no GIF/Lottie Preview features should be available on the platform

Python:
from behave import given, when, then

@given('the user is in the Development Use Only area of the MCP')
def step_impl(context):
    pass

@when('the user sees the setting ""{setting_name}""')
def step_impl(context, setting_name):
    pass

@when('the user toggles the setting to enabled')
def step_impl(context):
    pass

@then('GIF/Lottie Preview features should be available on the platform')
def step_impl(context):
    pass

@when('the user toggles the setting to disabled')
def step_impl(context):
    pass

@then('no GIF/Lottie Preview features should be available on the platform')
def step_impl(context):
    pass"
334,"PB - [1/4] As an Internal User, I want to have MCP(development use only) settings to enable/disable features per Epic for Drag & Drop Page MVP ","Gherkin:
Feature: MCP Settings

Scenario: Enable/Disable Smart Pages - Page Templates setting
Given the user is on the MCP settings page
When the user locates the ""Smart Pages - Page Templates (development use only)"" setting
And toggles the setting to ""enabled""
Then the setting should be saved as ""enabled""

Python:
from behave import given, when, then

@given('the user is on the MCP settings page')
def step_impl(context):
    pass

@when('the user locates the ""Smart Pages - Page Templates (development use only)"" setting')
def step_impl(context):
    pass

@when('toggles the setting to ""{state}""')
def step_impl(context, state):
    pass

@then('the setting should be saved as ""{state}""')
def step_impl(context, state):
    pass"
410,Grouped Record Files - Grouped Completion Email to Requester,"Gherkin:
Feature: Grouped Record Files Notification

Scenario: Send grouped completion email to requester
Given the ""Enable Grouped Requests"" setting is enabled
And the ""Requester > Grouped Request has been completed"" notification setting is enabled
When a grouped record file request is made
Then individual emails should not be sent for these requests

Python:
from behave import given, when, then

@given('the ""Enable Grouped Requests"" setting is enabled')
def step_impl(context):
    pass

@given('the ""Requester > Grouped Request has been completed"" notification setting is enabled')
def step_impl(context):
    pass

@when('a grouped record file request is made')
def step_impl(context):
    pass

@then('individual emails should not be sent for these requests')
def step_impl(context):
    pass"
71,"As a user who can reassign, I can select multiple reviewers","Gherkin:
Feature: Reassign Reviewers

Scenario: Select multiple reviewers from dropdown
Given the prerequisite is enabled and opened
When the user opens the reviewer selection dropdown
And selects multiple reviewers ""Alice"", ""Bob"", and ""Charlie""
Then the selected reviewers should appear in the field

Python:
from behave import given, when, then

@given('the prerequisite is enabled and opened')
def step_impl(context):
    pass

@when('the user opens the reviewer selection dropdown')
def step_impl(context):
    pass

@when('selects multiple reviewers ""{reviewer1}"", ""{reviewer2}"", and ""{reviewer3}""')
def step_impl(context, reviewer1, reviewer2, reviewer3):
    pass

@then('the selected reviewers should appear in the field')
def step_impl(context):
    pass"
210,"PB - As a User, I want to see a new landing page","Gherkin:
Feature: Landing Page

Scenario: View new landing page with empty sections
Given the user is on the new landing page
Then the page should display empty sections with no blocks

Python:
from behave import given, then

@given('the user is on the new landing page')
def step_impl(context):
    pass

@then('the page should display empty sections with no blocks')
def step_impl(context):
    pass"
64,"As a User, I want to edit Font in Text Widget","Gherkin:
Feature: Edit Font in Text Widget

Scenario: Edit font in Rich Text Editor
Given the user is on the Text Widget editor page
When the user selects the font dropdown in the Rich Text Editor
And chooses a font ""Arial""
Then the text should be displayed in ""Arial"" font

Scenario: Use custom fonts from Admin
Given the user is on the Text Widget editor page
And custom fonts are available from Admin
When the user selects the font dropdown in the Rich Text Editor
And chooses a custom font ""CustomFont1""
Then the text should be displayed in ""CustomFont1"" font

Python:
from behave import given, when, then

@given('the user is on the Text Widget editor page')
def step_impl(context):
    pass

@when('the user selects the font dropdown in the Rich Text Editor')
def step_impl(context):
    pass

@when('chooses a font ""{font_name}""')
def step_impl(context, font_name):
    pass

@then('the text should be displayed in ""{font_name}"" font')
def step_impl(context, font_name):
    pass

@given('custom fonts are available from Admin')
def step_impl(context):
    pass"
385,"PB - As a User, I want to re-order pages within the same parent/root via Nav - FE UI component","Gherkin:
Feature: Re-order Pages

Scenario: Re-order pages via drag-and-drop
Given the user is editing the navigation panel
And the user has a page with sub-pages
When the user drags and drops the page to a new position
Then the page and its sub-pages should be moved together
And the sub-pages should be collapsed under the page

Python:
from behave import given, when, then

@given('the user is editing the navigation panel')
def step_impl(context):
    pass

@given('the user has a page with sub-pages')
def step_impl(context):
    pass

@when('the user drags and drops the page to a new position')
def step_impl(context):
    pass

@then('the page and its sub-pages should be moved together')
def step_impl(context):
    pass

@then('the sub-pages should be collapsed under the page')
def step_impl(context):
    pass"
94,"As a user, who I can select as collaborator updates based on if 'all' is allowed in Template settings","Gherkin:
Feature: Collaborator Selection

Scenario: Select all users as collaborators when allowed
Given the user is on the Workflow Template settings page
And 'All users' is selected in 'Collaborators permissions'
When the user selects a collaborator
Then all active platform users should be selectable as collaborators
And bypass permissions should be extended to any selected user

Python:
from behave import given, when, then

@given('the user is on the Workflow Template settings page')
def step_impl(context):
    pass

@given(""'All users' is selected in 'Collaborators permissions'"")
def step_impl(context):
    pass

@when('the user selects a collaborator')
def step_impl(context):
    pass

@then('all active platform users should be selectable as collaborators')
def step_impl(context):
    pass

@then('bypass permissions should be extended to any selected user')
def step_impl(context):
    pass"
486,"PB - (Misc) As a User, I want to exit Editing mode and go back to Custom Page List during creating/editing a Simple Page","Gherkin:
Feature: Exit Editing Mode

Scenario: Exit editing mode and return to Custom Page List
Given the user is in Editing mode of a Simple Page
When the user clicks the page exit button on the top bar
Then they should be redirected to the Custom Page List

Python:
from behave import given, when, then

@given('the user is in Editing mode of a Simple Page')
def step_impl(context):
    pass

@when('the user clicks the page exit button on the top bar')
def step_impl(context):
    pass

@then('they should be redirected to the Custom Page List')
def step_impl(context):
    pass"
186,"PB - As a User, I want to configure both Block and Text Widget properties","Gherkin:
Feature: Widget Configuration

Scenario: Configure Block and Text Widget properties
Given the user is on the widget configuration page
When the user selects a widget from the navigation
And configures the Block and Text Widget properties
Then the widget settings should be updated successfully

Python:
from behave import given, when, then

@given('the user is on the widget configuration page')
def step_impl(context):
    pass

@when('the user selects a widget from the navigation')
def step_impl(context):
    pass

@when('configures the Block and Text Widget properties')
def step_impl(context):
    pass

@then('the widget settings should be updated successfully')
def step_impl(context):
    pass"
