ID,User Story,Output
11,"As a user, I want to be able to preview the GIF or Lottie File converted MP4 on the Review Request screen in Approvals so that I can preview what the animation is when approving","Gherkin:
Feature: Preview animation on Review Request screen

  Scenario: User previews the converted MP4 animation on the Review Request Tab
    Given the user is on the Review Request Tab of the Approvals Screen
    When the GIF or Lottie File is converted to MP4
    Then the user should see the MP4 preview autoplay without controls

Python:
from behave import given, when, then

@given('the user is on the Review Request Tab of the Approvals Screen')
def step_given_user_on_review_request_tab(context):
    # Code to navigate to the Review Request Tab
    pass

@when('the GIF or Lottie File is converted to MP4')
def step_when_file_converted_to_mp4(context):
    # Code to convert GIF or Lottie File to MP4
    pass

@then('the user should see the MP4 preview autoplay without controls')
def step_then_user_sees_mp4_preview(context):
    # Code to verify MP4 preview is autoplaying without controls
    pass"
12,"As a user, I want to be able to preview the GIF or Lottie File converted MP4 on the Versions/Revisions Screen so that I can preview what the animation is before adding a version/revision","Gherkin:
Feature: Preview animation on Versions/Revisions Screen

  Scenario: User previews GIF or Lottie File converted MP4
    Given the user is on the Versions or Revisions Tab of the Approvals Screen
    When the GIF or Lottie File is converted to MP4
    Then the user should see the MP4 preview autoplay without controls

Python:
from behave import given, when, then

@given('the user is on the Versions or Revisions Tab of the Approvals Screen')
def step_given_user_on_versions_revisions_tab(context):
    # Code to navigate to the Versions or Revisions Tab
    pass

@when('the GIF or Lottie File is converted to MP4')
def step_when_file_converted_to_mp4(context):
    # Code to convert GIF or Lottie File to MP4
    pass

@then('the user should see the MP4 preview autoplay without controls')
def step_then_user_sees_mp4_preview(context):
    # Code to verify MP4 preview is autoplaying without controls
    pass"
13,"As a user, I want to be able to see the GIF or Lottie File converted MP4 on the Markup Screen in Approvals so that I can markup the animation to get feedback and new revisions worked on","Gherkin:
Feature: Preview GIF or Lottie File as MP4 on Markup Screen

  Scenario: User previews GIF or Lottie File converted to MP4 on Markup Tab
    Given the user is on the Markup Request Tab of the Approvals Screen
    When the user uploads a GIF or Lottie File
    Then the user should see the converted MP4 preview on the Markup Tab
    And the PDFTron controls should be visible
    And the user should be able to markup the animation

Python:
from behave import given, when, then

@given('the user is on the Markup Request Tab of the Approvals Screen')
def step_given_user_on_markup_request_tab(context):
    pass

@when('the user uploads a GIF or Lottie File')
def step_when_user_uploads_file(context):
    pass

@then('the user should see the converted MP4 preview on the Markup Tab')
def step_then_user_sees_converted_mp4(context):
    pass

@then('the PDFTron controls should be visible')
def step_then_pdftron_controls_visible(context):
    pass

@then('the user should be able to markup the animation')
def step_then_user_can_markup_animation(context):
    pass"
14,"As a Database Manager, I want to Allow End users to overide default and change names","Gherkin:
Feature: Allow end users to override default and change names

  Scenario: Enable user updates to titles upon creation
    Given I am on the Configure Auto-Created Records page
    When I enable ""Allow User updates to Titles upon creation""
    And I click on Confirm
    And I click on Save & Close
    And I click back on the Lookup Grid
    And I click on the Configure Button
    Then I should see ""Allow User updates to Titles upon creation"" is enabled
    And the end user component should appear

Python:
from behave import given, when, then

@given('I am on the Configure Auto-Created Records page')
def step_given_on_configure_page(context):
    pass

@when('I enable ""Allow User updates to Titles upon creation""')
def step_when_enable_user_updates(context):
    pass

@when('I click on Confirm')
def step_when_click_confirm(context):
    pass

@when('I click on Save & Close')
def step_when_click_save_close(context):
    pass

@when('I click back on the Lookup Grid')
def step_when_click_lookup_grid(context):
    pass

@when('I click on the Configure Button')
def step_when_click_configure_button(context):
    pass

@then('I should see ""Allow User updates to Titles upon creation"" is enabled')
def step_then_see_user_updates_enabled(context):
    pass

@then('the end user component should appear')
def step_then_end_user_component_appears(context):
    pass"
15,"As a user, when no custom configs are enabled, and no workflow on parent, I see no pop-up and child records are created","Gherkin:
Feature: Child record creation without custom configs

  Scenario: User creates a record with no custom configs and no parent workflow
    Given the ""Allow User updates to Titles upon creation"" checkbox is disabled
    And no workflow request is made for the parent record
    When the user saves the parent record
    Then no pop-up is displayed
    And an info snackbar appears with the message ""Linked Records are being created. Click here to open linked database.""
    And child records are created immediately

Python:
from behave import given, when, then

@given('the ""Allow User updates to Titles upon creation"" checkbox is disabled')
def step_given_checkbox_disabled(context):
    # Code to ensure the checkbox is disabled
    pass

@given('no workflow request is made for the parent record')
def step_given_no_workflow_request(context):
    # Code to ensure no workflow request is made
    pass

@when('the user saves the parent record')
def step_when_user_saves_record(context):
    # Code to simulate saving the parent record
    pass

@then('no pop-up is displayed')
def step_then_no_popup_displayed(context):
    # Code to verify no pop-up is displayed
    pass

@then('an info snackbar appears with the message ""Linked Records are being created. Click here to open linked database.""')
def step_then_info_snackbar_appears(context):
    # Code to verify the info snackbar appears with the correct message
    pass

@then('child records are created immediately')
def step_then_child_records_created(context):
    # Code to verify child records are created immediately
    pass"
16,"As a user, when parent record undergoes publish approval process, child records are only created when parent is approved","Gherkin:
Feature: Publish Approval Process

  Scenario: Create child records when parent record is approved
    Given a parent record is submitted for approval
    And the parent record is in the approval process
    When the parent record status becomes ""Approved""
    Then child records are created
    And the creator of the child records is the creator of the parent record

Python:
from behave import given, when, then

@given('a parent record is submitted for approval')
def step_given_parent_record_submitted(context):
    context.parent_record = submit_parent_record_for_approval()

@given('the parent record is in the approval process')
def step_given_parent_record_in_approval(context):
    assert context.parent_record.status == 'In Approval Process'

@when('the parent record status becomes ""Approved""')
def step_when_parent_record_approved(context):
    context.parent_record.status = 'Approved'

@then('child records are created')
def step_then_child_records_created(context):
    context.child_records = create_child_records(context.parent_record)
    assert context.child_records is not None

@then('the creator of the child records is the creator of the parent record')
def step_then_creator_is_parent_creator(context):
    for child_record in context.child_records:
        assert child_record.creator == context.parent_record.creator"
17,"As a user, I want to see snackbars when submitting/ saving parent record to let me know children will be created","Gherkin:
Feature: Display snackbars when submitting parent record

  Scenario: User submits a parent record with auto-create child records enabled
    Given auto-create child records is enabled
    When the user submits a parent record for approval
    Then a snackbar displays ""{record} submitted for approval. Linked {record(s)} will be created in the {database name} when this {record} is approved.""

Python:
from behave import given, when, then

@given('auto-create child records is enabled')
def step_given_auto_create_child_records_enabled(context):
    context.auto_create_enabled = True

@when('the user submits a parent record for approval')
def step_when_user_submits_parent_record(context):
    context.record_submitted = True
    context.record_name = ""ParentRecord""
    context.child_record_name = ""ChildRecord(s)""
    context.database_name = ""ChildDatabase""

@then('a snackbar displays ""{record} submitted for approval. Linked {record(s)} will be created in the {database name} when this {record} is approved.""')
def step_then_snackbar_displays(context, record, record_s, database_name):
    expected_message = f""{context.record_name} submitted for approval. Linked {context.child_record_name} will be created in the {context.database_name} when this {context.record_name} is approved.""
    assert expected_message == f""{record} submitted for approval. Linked {record_s} will be created in the {database_name} when this {record} is approved."""
18,"As a Database Manager, I want to allow end users to Add More child records ('Add More')","Gherkin:
Feature: Allow end users to add more child records

  Scenario: Enable 'Add More' setting for child records
    Given the Configure Auto-Created Records overlay is open in the form builder
    And the ""Allow User updates to Titles upon creation"" setting is visible
    When I check the ""Allow User to Add More Child Records"" checkbox
    Then the checkbox should be enabled
    And a help tooltip should display ""If selected, users will be able to add more Child Record Titles (Names) to be created alongside those configured here. Up to 30 Child Records can be created.""

Python:
from behave import given, when, then

@given('the Configure Auto-Created Records overlay is open in the form builder')
def step_given_overlay_open(context):
    pass

@given('the ""Allow User updates to Titles upon creation"" setting is visible')
def step_given_setting_visible(context):
    pass

@when('I check the ""Allow User to Add More Child Records"" checkbox')
def step_when_check_checkbox(context):
    pass

@then('the checkbox should be enabled')
def step_then_checkbox_enabled(context):
    pass

@then('a help tooltip should display ""If selected, users will be able to add more Child Record Titles (Names) to be created alongside those configured here. Up to 30 Child Records can be created.""')
def step_then_tooltip_display(context):
    pass"
19,"As a Database Manager, I want to allow end users to Add More child records ('Add More') - Handle maximum child records","Gherkin:
Feature: Manage Child Records

  Scenario: Allow user to add more child records when maximum is not reached
    Given the form builder is configured with ""Allow User to Add More Records"" enabled
    And there are less than 30 child records in the configuration
    When the user attempts to add a new child record
    Then the new child record is successfully added

Python:
from behave import given, when, then

@given('the form builder is configured with ""Allow User to Add More Records"" enabled')
def step_given_form_builder_configured(context):
    context.form_builder_configured = True

@given('there are less than 30 child records in the configuration')
def step_given_less_than_30_child_records(context):
    context.child_records_count = 29

@when('the user attempts to add a new child record')
def step_when_user_attempts_to_add(context):
    if context.form_builder_configured and context.child_records_count < 30:
        context.add_record_attempt = True
    else:
        context.add_record_attempt = False

@then('the new child record is successfully added')
def step_then_record_successfully_added(context):
    assert context.add_record_attempt is True"
20,"As a user, if child database has been edited and title field is no longer a valid text field, then users do not see a end user config pop-up overlay and no child records are created","Gherkin:
Feature: Child database title field validation

  Scenario: User does not see config pop-up and no child records are created when title field is invalid
    Given the original Auto Create setting is saved in the parent
    And the Database Manager updates the child Form Builder with a non-text title field
    When an end user accesses the child database
    Then the end user config pop-up overlay is not displayed
    And no child records are created

Python:
from behave import given, when, then

@given('the original Auto Create setting is saved in the parent')
def step_given_auto_create_setting_saved(context):
    pass

@given('the Database Manager updates the child Form Builder with a non-text title field')
def step_given_form_builder_updated(context):
    pass

@when('an end user accesses the child database')
def step_when_user_accesses_database(context):
    pass

@then('the end user config pop-up overlay is not displayed')
def step_then_no_config_popup(context):
    pass

@then('no child records are created')
def step_then_no_child_records_created(context):
    pass"
21,"As a user, I can deselect items to not apply bulk changes to","Gherkin:
Feature: Deselect items to not apply bulk changes

  Scenario: Deselecting items prevents bulk changes from being applied
    Given a list of resources with some selected and some de-selected
    And new data is entered in bulk Main Details, Tags, Filters, Custom Upload Fields, and Workflows
    When the user selects 'Apply to Selected'
    Then only the selected resources should have the updates applied
    And the de-selected resources should remain unchanged

Python:
from behave import given, when, then

@given('a list of resources with some selected and some de-selected')
def step_given_list_of_resources(context):
    context.resources = {'selected': ['resource1', 'resource2'], 'deselected': ['resource3', 'resource4']}

@given('new data is entered in bulk Main Details, Tags, Filters, Custom Upload Fields, and Workflows')
def step_given_new_data_entered(context):
    context.new_data = {'Main Details': 'new details', 'Tags': 'new tags', 'Filters': 'new filters', 'Custom Upload Fields': 'new fields', 'Workflows': 'new workflows'}

@when(""the user selects 'Apply to Selected'"")
def step_when_apply_to_selected(context):
    context.applied_resources = context.resources['selected']

@then('only the selected resources should have the updates applied')
def step_then_selected_resources_updated(context):
    assert context.applied_resources == ['resource1', 'resource2']

@then('the de-selected resources should remain unchanged')
def step_then_deselected_resources_unchanged(context):
    assert context.resources['deselected'] == ['resource3', 'resource4']"
22,"As a user, I want to see exclusion message / handling for non-supported file types should I select any to Bulk Edit, on Bulk edit screen","Gherkin:
Feature: Bulk Edit Exclusion Message for Non-Supported File Types

  Scenario: Display exclusion message for non-supported file types on Bulk Edit screen
    Given the user is on the Bulk Edit screen
    When the user selects non-supported file types for Bulk Edit
    Then a snackbar with the message ""X {{ResourceSingle}}/s are not supported for Bulk Edit."" is displayed

Python:
from behave import given, when, then
from hooks.useGlobalSnackbar import useGlobalSnackbar

@given('the user is on the Bulk Edit screen')
def step_given_user_on_bulk_edit_screen(context):
    # Code to navigate to Bulk Edit screen
    pass

@when('the user selects non-supported file types for Bulk Edit')
def step_when_user_selects_non_supported_file_types(context):
    # Code to select non-supported file types
    pass

@then('a snackbar with the message ""X {{ResourceSingle}}/s are not supported for Bulk Edit."" is displayed')
def step_then_snackbar_message_displayed(context):
    # Code to check snackbar message
    snackbar = useGlobalSnackbar()
    assert snackbar.message == ""X {{ResourceSingle}}/s are not supported for Bulk Edit.""
    pass"
23,"As a user, I want to see an Exit without saving warning when I try to leave the Bulk Edit Page/Process","Gherkin:
Feature: Exit without saving warning on Bulk Edit Page

  Scenario: User is warned when trying to exit Bulk Edit without saving
    Given the user is on the Bulk Edit page
    When the user clicks the Exit button
    Then an ""Exit without saving Resources"" pop-up should appear
    And the pop-up text should be ""If you click the Exit button, none of the Resources currently on your Bulk Edit screen will be updated. To Save your Edits, Cancel this popup and click Save Changes.""
    And the pop-up should have a ""Cancel"" button
    And the pop-up should have an ""Exit"" button

Python:
from behave import given, when, then

@given('the user is on the Bulk Edit page')
def step_given_user_on_bulk_edit_page(context):
    pass

@when('the user clicks the Exit button')
def step_when_user_clicks_exit_button(context):
    pass

@then('an ""Exit without saving Resources"" pop-up should appear')
def step_then_exit_without_saving_popup_appears(context):
    pass

@then('the pop-up text should be ""If you click the Exit button, none of the Resources currently on your Bulk Edit screen will be updated. To Save your Edits, Cancel this popup and click Save Changes.""')
def step_then_popup_text_is_correct(context):
    pass

@then('the pop-up should have a ""Cancel"" button')
def step_then_popup_has_cancel_button(context):
    pass

@then('the pop-up should have an ""Exit"" button')
def step_then_popup_has_exit_button(context):
    pass"
24,"As a user, I want to Filter within my selected Resources on my Bulk Edit page (Left Panel Resource selection updates)","Gherkin:
Feature: Filter Resources on Bulk Edit Page

  Scenario: User filters resources by Errors on Bulk Edit page
    Given the user is on the Bulk Edit page
    And the user has selected resources
    When the user applies the ""Errors"" filter
    Then only resources with errors are displayed

Python:
from behave import given, when, then

@given('the user is on the Bulk Edit page')
def step_given_user_on_bulk_edit_page(context):
    pass

@given('the user has selected resources')
def step_given_user_has_selected_resources(context):
    pass

@when('the user applies the ""Errors"" filter')
def step_when_user_applies_errors_filter(context):
    pass

@then('only resources with errors are displayed')
def step_then_resources_with_errors_displayed(context):
    pass"
25,"As a user, in Single edit from Bulk view, I want to see a Duplicate warning when relevant","Gherkin:
Feature: Duplicate Warning in Single Edit from Bulk View

Scenario: Display Duplicate Warning when adding an existing file/version
  Given I am on the Bulk Edit > Single View page
  And I add a file/version that already exists on the platform
  When the duplicate warning pop-up is displayed
  Then the page below the pop-up is in disabled mode with grey transparency
  And the loading bar is red with an error icon
  And the pop-up header is ""Duplicate File""
  And the pop-up body text is displayed with folder links or ""N/A"" if access is denied
  And the ""Skip"" button is available with no tooltip
  And the ""Continue"" button is available with no tooltip

Python:
from behave import given, when, then

@given('I am on the Bulk Edit > Single View page')
def step_given_on_bulk_edit_single_view_page(context):
    pass

@given('I add a file/version that already exists on the platform')
def step_given_add_existing_file_version(context):
    pass

@when('the duplicate warning pop-up is displayed')
def step_when_duplicate_warning_popup_displayed(context):
    pass

@then('the page below the pop-up is in disabled mode with grey transparency')
def step_then_page_disabled_mode(context):
    pass

@then('the loading bar is red with an error icon')
def step_then_loading_bar_red_error_icon(context):
    pass

@then('the pop-up header is ""Duplicate File""')
def step_then_popup_header_duplicate_file(context):
    pass

@then('the pop-up body text is displayed with folder links or ""N/A"" if access is denied')
def step_then_popup_body_text_displayed(context):
    pass

@then('the ""Skip"" button is available with no tooltip')
def step_then_skip_button_available(context):
    pass

@then('the ""Continue"" button is available with no tooltip')
def step_then_continue_button_available(context):
    pass"
26,"As a user, in the folder filter, I can see all folders that relate to the selected Resources in the filter","Gherkin:
Feature: Folder Filter for Selected Resources

  Scenario: Display relevant folders for selected resources
    Given the user has selected specific resources in the List View
    When the user opens the folder filter
    Then the folder filter displays all folders related to the selected resources
    And the user can select specific folders to narrow down the displayed resources

Python:
from behave import given, when, then

@given('the user has selected specific resources in the List View')
def step_given_user_selected_resources(context):
    # Code to simulate user selecting resources in List View
    pass

@when('the user opens the folder filter')
def step_when_user_opens_folder_filter(context):
    # Code to simulate user opening the folder filter
    pass

@then('the folder filter displays all folders related to the selected resources')
def step_then_folder_filter_displays_folders(context):
    # Code to verify folder filter displays relevant folders
    pass

@then('the user can select specific folders to narrow down the displayed resources')
def step_then_user_selects_specific_folders(context):
    # Code to verify user can select folders to filter resources
    pass"
27,"As a user, I want to see existing Status column containing all current data","Gherkin:
Feature: Display Status Column

  Scenario: User views the Status column with current data
    Given the user is on the Workflow Request page
    When the page is loaded
    Then the Status column is displayed to the right of the Request Details column
    And the Status column is displayed to the left of the Workflow Name/Type column
    And the Status column contains color chips for each status option
    And the status options include Pending, Approved, Declined, Reviewed, and Cancelled

Python:
from behave import given, when, then

@given('the user is on the Workflow Request page')
def step_given_user_on_workflow_request_page(context):
    pass

@when('the page is loaded')
def step_when_page_is_loaded(context):
    pass

@then('the Status column is displayed to the right of the Request Details column')
def step_then_status_column_right_of_request_details(context):
    pass

@then('the Status column is displayed to the left of the Workflow Name/Type column')
def step_then_status_column_left_of_workflow_name_type(context):
    pass

@then('the Status column contains color chips for each status option')
def step_then_status_column_contains_color_chips(context):
    pass

@then('the status options include Pending, Approved, Declined, Reviewed, and Cancelled')
def step_then_status_options_include_all(context):
    pass"
